id,common_name,scientific_name,other_name,family,origin,type,dimension,cycle,attracts,propagation,watering,depth_water_requirement,volume_water_requirement,watering_period,plant_anatomy,sunlight,pruning_month,pruning_count,seeds,maintenance,care-guides,soil,growth_rate,drought_tolerant,salt_tolerant,thorny,invasive,tropical,indoor,care_level,pest_susceptibility,pest_susceptibility_api,flowers,flowering_season,flower_color,cones,fruits,edible_fruit,edible_fruit_taste_profile,fruit_nutritional_value,fruit_color,harvest_season,leaf,leaf_color,edible_leaf,cuisine,medicinal,poisonous_to_humans,poisonous_to_pets,description,other_images,dimensions.type,dimensions.min_value,dimensions.max_value,dimensions.unit,hardiness.min,hardiness.max,hardiness_location.full_url,hardiness_location.full_iframe,watering_general_benchmark.value,watering_general_benchmark.unit,depth_water_requirement.unit,depth_water_requirement.value,pruning_count.amount,pruning_count.interval,volume_water_requirement.unit,volume_water_requirement.value
2802,sea holly,['Eryngium planum'],['flat sea holly'],Apiaceae,['Central and southeastern Europe'],Shrub,2.00 to 3.00 feet,Herbaceous Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Layering Propagation']",Minimum,[],[],,"[{'part': 'flowers', 'color': ['blue']}, {'part': 'cones', 'color': ['blue']}, {'part': 'stems', 'color': ['purple-blue']}]",['Full sun'],"['March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=2802&key=sk-OENd67d1d29b015ee9112,['Well-drained'],Moderate,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,"['Rabbit resistant', ' Drought resistant']",Coming Soon,TRUE,,Steel blue,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,[],Summer,FALSE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"Sea holly is an amazing plant species with beautiful, deeply-lobed spiky leaves and lovely bluey-purple thistle-like flowers. It is an excellent choice for providing height and contrast in the garden and looks great when planted in clumps. It is also a great choice for coastal gardens due to its hardiness and drought tolerance. The flower heads are great for cutting and lasting up to 3 weeks in a vase. Best of all, it is attractive to bees, butterflies and other beneficial insects, making it a valuable and beautiful addition to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,2.0,3.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=2802&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2802&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
2803,sea holly,"[""Eryngium planum 'Blue Glitter'""]",[],Apiaceae,['United Kingdom'],Herb,2.00 to 3.00 feet,Herbaceous Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Layering Propagation']",Minimum,[],[],,[],['Full sun'],"['March', 'April', 'May', 'May']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=2803&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Steel blue,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,FALSE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"Sea holly (Eryngium planum 'Blue Glitter') is an amazing plant that has striking blue-green foliage surrounded by thistle-like blooms. Its dusty blue flower heads will glitter in the bright sunlight and its evergreen foliage helps maintain a lively presence in your garden year-round. Stunning when arranged in mass plantings, the beautiful pastel flowers of sea holly are the perfect contrast to the silvery foliage. Highly drought tolerant, this plant likes well drained soils and does not require much attention. Plus, its long-lasting blooms make it an ideal choice for cut-flower arrangements. Sea holly is sure to add a touch of sparkle to your garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,2.0,3.0,feet,5,8,https://perenual.com/api/hardiness-map?species_id=2803&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2803&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
2804,sea holly,"[""Eryngium planum 'Blue Hobbit'""]",[],Apiaceae,['United Kingdom'],Herb,0.50 to 1.00 feet,Herbaceous Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Layering Propagation']",Minimum,,[],,"[{'part': 'flowers', 'color': ['grey-blue']}, {'part': 'cones', 'color': ['green-blue']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['purple-green']}]",['Full sun'],"['May', 'June', 'July', 'May', 'June', 'July']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=2804&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Moderate,[],Coming Soon,TRUE,,Purplish blue,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,FALSE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"Sea Holly (Eryngium planum 'Blue Hobbit') is an amazing plant with striking blue flower heads and beautiful silver foliage. It's great for adding structure and contrast in annual and perennial flower beds. Its flowers are also excellent for cutting and adding to fresh floral arrangements. The Sea Holly's attractive foliage is deer and rabbit resistant, making it an excellent addition to any landscape. It tolerates hot and dry conditions, and prefers soil with excellent drainage. Its low maintenance and can handle some drought. For a unique plant with stunning foliage and fantastic flowers,Sea Holly is an excellent choice.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,0.5,1.0,feet,4,8,https://perenual.com/api/hardiness-map?species_id=2804&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2804&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,inches,3,,,,
2805,sea holly,"[""Eryngium planum 'Jade Frost'""]",[],Apiaceae,['Germany'],Herb,1.50 to 2.50 feet,Herbaceous Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Layering Propagation']",Minimum,[],[],,[],['Full sun'],"['February', 'December', 'January', 'February', 'March', 'April', 'May']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=2805&key=sk-OENd67d1d29b015ee9112,[],Low,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Moderate,[],Coming Soon,TRUE,,Violet blue,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,FALSE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"Sea holly (Eryngium planum 'Jade Frost') is a truly amazing plant species. Not only is it strikingly beautiful, with its silver-blue spiky foliage and grayish-green buds that turn into vibrant white flowers, but is also highly versatile. Its drought-tolerant, bee-friendly characteristics make it the perfect addition for a low-maintenance prairie, beach garden, or even a traditional flower bed. This sea holly is a stunning, low-growing annual that will add structural texture to your outdoor space while attracting nutrient-rich pollinators. Plus, its unique color palette and star-shaped blooms make it sure to wow!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.5,2.5,feet,5,8,https://perenual.com/api/hardiness-map?species_id=2805&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2805&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
2806,sea holly,"[""Eryngium planum 'Tiny Jackpot'""]",[],Apiaceae,['Germany'],Herb,0.50 to 1.00 feet,Herbaceous Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Layering Propagation']",Minimum,,[],,"[{'part': 'flowers', 'color': ['royal-blue']}, {'part': 'cones', 'color': ['grey-blue']}, {'part': 'leaves', 'color': ['blue-green']}, {'part': 'stems', 'color': ['purple']}]",['Full sun'],"['February', 'March', 'April', 'June', 'July', 'August']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=2806&key=sk-OENd67d1d29b015ee9112,[],Low,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Blue,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,FALSE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"Sea holly (Eryngium planum 'Tiny Jackpot') is an amazing plant species because it can survive even the most extreme conditions. Its thick, leathery leaves can protect it from scorching sun and dry winds. In addition, its stems are covered in a sea of spiky, silver-blue leaves that make it look like an aquatic creature. It is also an incredibly hardy plant and can thrive in all soil types. With its unique, rounded shape and enchanting silver-blue colour, it is a real eye-catcher for any garden setting. It will also bring a splash of colour to beds and borders that linger all season long.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,0.5,1.0,feet,4,8,https://perenual.com/api/hardiness-map?species_id=2806&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2806&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
2807,sea holly,"[""Eryngium planum 'White Glitter'""]",[],Apiaceae,['United Kingdom'],Herb,2.00 to 2.50 feet,Herbaceous Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Layering Propagation']",Minimum,[],[],,"[{'part': 'flowers', 'color': ['grey-green']}, {'part': 'cones', 'color': ['lavender']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}]",['Full sun'],"['February', 'March', 'April']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=2807&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,White,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,FALSE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"Sea Holly 'White Glitter' (Eryngium planum) is the perfect addition to any garden, providing a stunning, low-maintenance centrepiece! Its wiry stems bear pointed, silvery white leaves and flowers that glimmer in the sun, perfect for adding some sparkle to your flower bed. The intense blue-purple of its spiky seed heads are sure to be a talking point amongst visitors to your garden. Combining beautifully with light-coloured perennials such as lavender, it’s sure to be an eye-catching addition! A neat and tidy plant, it’s perfect for a wide range of soil types and makes an ideal touch of contrast in a traditional country garden. Low maintenance yet packed with charm, Sea Holly 'White Glitter' is sure to bring some sparkle to your outdoor space!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,2.0,2.5,feet,5,8,https://perenual.com/api/hardiness-map?species_id=2807&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2807&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
2808,sea holly,"[""Eryngium 'Sapphire Blue'""]",[],Apiaceae,['United Kingdom'],Herb,2.00 to 2.50 feet,Herbaceous Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Layering Propagation']",Minimum,[],[],,[],['Full sun'],"['February', 'March', 'April']",,FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=2808&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Moderate,[],Coming Soon,TRUE,,Steel blue,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,FALSE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"Sea holly (Eryngium 'Sapphire Blue') is a beautiful plant species that is a stand-out both for its spectacular colour and unique form. Its striking blue-green foliage is adorned with numerous petite pointed blooms that are a real eye-catcher and bring an exotic touch to any garden. This hardy perennial grows quickly and is extremely drought-tolerant, making it well-suited for dry and warm climates. The colour of its foliage also changes with the temperature making for a truly dynamic display of blues and greens. Sea holly's extraordinary colour and form make it an amazing addition to any garden!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,2.0,2.5,feet,5,9,https://perenual.com/api/hardiness-map?species_id=2808&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2808&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,1.0,yearly,,
2809,variable-leaved sea holly,['Eryngium variifolium'],['Moroccan sea holly'],Apiaceae,['Northern Africa'],Herb,1.00 to 1.50 feet,Herbaceous Perennial,[],['Seed Propagation'],Minimum,[],[],,"[{'part': 'flowers', 'color': ['pearl-white', 'light-blue']}, {'part': 'cones', 'color': ['lavender-blue', 'gray-green']}, {'part': 'leaves', 'color': ['green']}, {'part': 'veins', 'color': ['light-green']}, {'part': 'stems', 'color': ['green']}]",['Full sun'],"['February', 'March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=2809&key=sk-OENd67d1d29b015ee9112,"['Rocky ', ' gravelly ', ' dry']",Low,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,"['Pest resistant', ' Disease resistant', ' Rabbit resistant', ' Drought resistant']",Coming Soon,TRUE,Summer,Grayish-blue,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['blue', 'purple']",Fall,TRUE,"['green', 'gray', 'gray']",FALSE,FALSE,FALSE,FALSE,FALSE,"Variable-leaved sea holly (Eryngium variifolium) is an amazing plant species that is both beautiful and resilient. The distinctive, angular leaves can grow up to six inches long and feature interesting, mottled color variations. When mature, the plant produces delicate, straw-colored flowers during the summer months, and its sturdy roots can thrive in dry, rocky terrain, making it perfect for those looking to xeriscape their gardens. This hardy perennial, native to southern Europe, can be easily grown from seed or cuttings, making it an excellent addition to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.0,1.5,feet,5,9,https://perenual.com/api/hardiness-map?species_id=2809&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2809&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
2810,rattlesnake master,['Eryngium yuccifolium'],[],Apiaceae,['United States'],Herb,4.00 to 5.00 feet,Herbaceous Perennial,['Butterflies'],"['Seed Propagation', 'Division', 'Cutting', 'Layering Propagation']",Minimum,[],[],,[],['Full sun'],"['February', 'March', 'April']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=2810&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Greenish-white,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'gray', 'gray']",FALSE,FALSE,TRUE,FALSE,FALSE,"Rattlesnake master is a truly amazing plant species. It is often considered a wildflower, with its beautiful round clusters of white flowers. It is native to North America and can be found in wet meadows and dry soils from Canada to Mexico. This rugged little plant has the incredible ability to live in harsh conditions, even in areas with poor soils. It's also quite drought-tolerant and can survive occasional wildfires. Plus, the leaves of the rattlesnake master contain an essential oil that has been used as an herbal remedy for centuries. No wonder it has been prized among Native Americans and herbalists alike!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,4.0,5.0,feet,3,8,https://perenual.com/api/hardiness-map?species_id=2810&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2810&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
2811,rattlesnake master,"[""Eryngium yuccifolium 'Prairie Moon'""]",[],Apiaceae,['United States'],Herb,3.00 to 3.50 feet,Herbaceous Perennial,['Butterflies'],"['Division', 'Cutting', 'Seed Propagation', 'Layering Propagation']",Minimum,[],[],,"[{'part': 'flowers', 'color': ['pale-green']}, {'part': 'petioles', 'color': ['pale-green']}, {'part': 'stems', 'color': ['pale-green']}]",['Full sun'],"['February', 'March', 'April']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=2811&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Greenish white,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,['green'],FALSE,FALSE,FALSE,FALSE,FALSE,"The Rattlesnake Master (Eryngium yuccifolium 'Prairie Moon') is an amazing plant species that adds an interesting character to any garden. Its deep blue spiny flower heads and filamentous yellow bracts are sure to make a statement in any landscape. This strong stemmed perennial is quite hardy and will thrive in drier habitats, and its attractive bright green foliage is sure to last from spring to fall. It has also been known to attract butterflies and other pollinators. With its unique and eye catching inflorescence, the Rattlesnake Master is certainly a great addition to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,3.0,3.5,feet,3,8,https://perenual.com/api/hardiness-map?species_id=2811&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2811&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
2812,sea holly,"[""Eryngium zabelii 'Big Blue'""]",[],Apiaceae,"['Spain', 'Portugal', 'Morocco', 'Algeria', 'Tunisia']",Herb,1.50 to 2.00 feet,Herbaceous Perennial,[],"['Division', 'Cutting', 'Seed Propagation', 'Layering Propagation']",Minimum,[],[],,[],['Full sun'],"['February', 'March', 'April']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=2812&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Moderate,[],Coming Soon,TRUE,,Violet blue flowers and bracts,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,FALSE,[],FALSE,FALSE,FALSE,FALSE,FALSE,"Sea holly (Eryngium zabelii 'Big Blue'), is an amazing species of perennial plant. It has bright steel-blue flowerheads with spiky petals, giving it a distinct and eye-catching look. The flowers are set atop an evergreen tall and wiry stem, with lance-shaped mid green leaves that remain all year round. Not only is it beautiful to look at but it is also very low maintenance and deer resistant. It is a hardy species and tolerant to multiple conditions, including full sun to part shade. It is a good solution for any garden needing a striking and long lasting addition.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.5,2.0,feet,5,9,https://perenual.com/api/hardiness-map?species_id=2812&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2812&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
2813,coastal wallflower,['Erysimum capitatum'],[],Brassicaceae,['Western North America'],Shrub,1.00 to 2.00 feet,Herbaceous Perennial,[],"['Seed Propagation', 'Cutting', 'Division', 'Layering Propagation']",Average,[],[],,"[{'part': 'flowers', 'color': ['yellow']}, {'part': 'styles', 'color': ['green']}, {'part': 'sepals', 'color': ['yellow-green']}, {'part': 'petioles', 'color': ['green']}, {'part': 'stems', 'color': ['green']}]",['full sun'],"['March', 'April', 'May', 'March', 'April', 'May', 'March', 'April']",,FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=2813&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Low,[],Coming Soon,TRUE,,Orange to yellow-orange to copper,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'gray', 'gray']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Coastal Wallflower (Erysimum capitatum) is a breathtakingly beautiful plant species with eye-catching clusters of flowers which bloom in a variety of colors including deep purple, yellow, pink, and orange. This drought resistant species grows well in chaparral and coastal scrub climates and is tolerant to salt which makes it particularly useful for coastal landscaping. It is easy to care for and does not require intensive watering or maintenance allowing everyone to enjoy a colorful addition to their garden. As a bonus, the Coastal Wallflower is also known for its medicinal uses as an antiseptic and can be used as a pain reliever.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.0,2.0,feet,3,7,https://perenual.com/api/hardiness-map?species_id=2813&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2813&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,2.0,yearly,,
2814,wallflower,['Erysimum cheiri'],[],Brassicaceae,['Southern Europe'],Shrub,0.50 to 2.00 feet,Herbaceous Perennial,[],['Seed Propagation'],Minimum,,[],,[],['Full sun'],"['February', 'March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=2814&key=sk-i3GS67d1de4274dfe9119,['Well-drained'],Low,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Moderate,"['Fungal leaf spot', ' Rust', ' Slugs', 'snails', '  Drought resistant ']",Coming Soon,TRUE,Spring,Yellow to orange-yellow to brown,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['brown', 'black']",,TRUE,['green'],FALSE,FALSE,TRUE,FALSE,FALSE,"The wallflower (Erysimum cheiri) is an amazing plant species. It is a low-growing, perennial flowering plant with beautiful, fragrant blooms in a variety of colors. It is drought tolerant and is very easy to care for, needing only minimal maintenance. In addition, it is very attractive to pollinators, drawing in all sorts of insects to your garden. Finally, it is long-blooming, providing months of beautiful color to your garden. All in all, the wallflower is a unique and stunning plant that adds beauty and texture to your garden!",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,0.5,2.0,feet,7,9,https://perenual.com/api/hardiness-map?species_id=2814&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2814&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,inches,2,,,,
2815,wallflower,"[""Erysimum linifolium 'Balcherissam' CHEERS SUN-KISSED AMETHYST""]",[],Brassicaceae,['United Kingdom'],Broadleaf evergreen,1.25 to 2.00 feet,Perennial,[],"['Seed Propagation', 'Cutting', 'Division', 'Layering Propagation']",Minimum,[],[],,[],['Full sun'],"['February', 'March', 'April', 'August']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=2815&key=sk-i3GS67d1de4274dfe9119,[],Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,,Yellow-orange maturing to lavender,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['red', 'purple']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Wallflower (Erysimum linifolium 'Balcherissam' CHEERS SUN-KISSED AMETHYST) is a stunning plant with its brilliant magenta and purple flowers and distinctive purple stem. It stands out in any garden bed, creating a bold and beautiful splash of colour. It is drought-resistant and prefers full sun, making it a great choice for those with busy lives who still want a beautiful garden to admire. It flowers prolifically throughout the summer and is adored by bees and other pollinators, providing essential nectar for them on hot days. Its aromatic foliage is sweetly fragrant, adding to the pleasure of having this easy-care plant in the garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,1.25,2.0,feet,7,9,https://perenual.com/api/hardiness-map?species_id=2815&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2815&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,,,,
2816,coral tree,['Erythrina bidwillii'],[],Fabaceae,['Tanzania'],Deciduous shrub,8.00 to 12.00 feet,Perennial,['Hummingbirds'],"['Seed Propagation', 'Cutting', 'Grafting Propagation', 'Layering Propagation', 'Air Layering Propagation']",Frequent,[],[],,"[{'part': 'flowers', 'color': ['red', 'bright-red']}, {'part': 'petioles', 'color': ['red', 'burgundy-red']}, {'part': 'stems', 'color': ['red-green', 'maroon', 'burgundy-red', 'lime-green']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stamens', 'color': ['pink-white', 'yellow-green']}, {'part': 'sepals', 'color': ['maroon']}, {'part': 'stem', 'color': ['maroon']}, {'part': 'buds', 'color': ['burgundy-red', 'maroon']}, {'part': 'branch', 'color': ['light-brown']}]",['full sun'],"['February', 'March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=2816&key=sk-i3GS67d1de4274dfe9119,[],Low,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,High,[],Coming Soon,TRUE,,Red,FALSE,TRUE,TRUE,Coming Soon,Coming Soon,['red'],Summer,TRUE,['green'],FALSE,FALSE,TRUE,FALSE,FALSE,"Coral tree (Erythrina bidwillii) is a stunningly beautiful species of tree native to Australia. The bright coral-red colors of its blossoms draw attention from miles away and make an amazing display when they are in full bloom. Additionally, its evergreen, fern-like foliage provides year-round beauty, making it a great ornamental choice for any garden. It is also known to be one of the most heat tolerant trees and has a highly pest resilient root system. The Coral tree is an amazing addition to any outdoor space and provides a unique and stunning show of brilliant colors.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,8.0,12.0,feet,8,10,https://perenual.com/api/hardiness-map?species_id=2816&size=og&key=sk-i3GS67d1de4274dfe9119,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2816&size=og&key=sk-i3GS67d1de4274dfe9119'></iframe>,,days,,,,,,
2817,cry-baby tree,['Erythrina crista-galli'],[],Fabaceae,['Central South America'],Tree,15.00 to 20.00 feet,Perennial,[],"['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Seed Propagation']",Frequent,[],[],,"[{'part': 'flowers', 'color': ['bright-red', 'red', 'crimson-red']}, {'part': 'styles', 'color': ['red', 'burgundy-red', 'dark-red', 'maroon']}, {'part': 'stigmas', 'color': ['light-brown', 'brown-yellow']}, {'part': 'stems', 'color': ['yellow-green', 'red-green', 'dark-green', 'red-brown']}, {'part': 'leaves', 'color': ['green', 'dark-green']}, {'part': 'midribs', 'color': ['yellow-green']}, {'part': 'sepals', 'color': ['red-brown']}, {'part': 'petioles', 'color': ['red-brown', 'red']}, {'part': 'stem', 'color': ['red-brown']}, {'part': 'fruits', 'color': ['peach-orange']}]",['full sun'],"['February', 'March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=2817&key=sk-OENd67d1d29b015ee9112,[],High,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,High,[],Coming Soon,TRUE,,Crimson red,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,['red'],Summer,TRUE,['green'],FALSE,FALSE,TRUE,FALSE,FALSE,"The Cry-Baby Tree (Erythrina crista-galli) is an amazing plant species because of its vibrant and unique beauty. Featuring rich green foliage and bright scarlet flowers, the Cry-Baby Tree is a stunning sight to behold in any landscape. Not only is the tree an eye-catching sight, it is also beneficial to the environment, providing nectar for birds, food for insects, and a habitat for small animals. The tree has an interesting history; according to legend, the flowers will ""weep"" every time rain falls, making it an incredibly special and awe-inspiring species. This beautiful and fascinating tree truly is a must-have in any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,,15.0,20.0,feet,9,11,https://perenual.com/api/hardiness-map?species_id=2817&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=2817&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
